gene,IR1_S64_1,IR1_S64_2,IR2_S65_1,IR2_S65_2,IR3_S66_1,IR3_S66_2,IR4_S67_1,IR4_S67_2,IR5_S68_1,IR5_S68_2,IR6_S69_1,IR6_S69_2,RN1_S55_1,RN1_S55_2,RN2_S56_1,RN2_S56_2,RN3_S57_1,RN3_S57_2,RN4_S58_1,RN4_S58_2,RN5_S59_1,RN5_S59_2,RN6_S60_1,RN6_S60_2,HE4_S165_1,HE4_S165_2,HE5_S166_1,HE5_S166_2,HE6_S167_1,HE6_S167_2
gene-SHERM_12924,0,10,0,0,11,0,5,11,0,0,0,12,13,0,13,13,10,6,0,0,7,0,7,10,62,67,69,69,35,33
gene-SHERM_12937,9,12,9,17,10,12,4,3,2,5,5,7,11,12,19,16,17,11,5,11,4,4,7,11,5,3,0,5,7,4
gene-SHERM_12958,16,7,0,11,0,13,19,0,17,22,30,27,20,14,6,16,11,6,0,23,0,29,11,0,0,2,11,0,13,18
gene-SHERM_12973,540,555,0,546,589,635,0,0,316,332,854,836,0,0,672,756,557,630,0,0,401,0,468,0,0,0,0,0,0,0
gene-SHERM_13029,17,37,17,35,34,25,47,47,57,57,80,91,19,23,28,27,29,17,38,29,33,37,34,54,26,36,34,29,41,29
gene-SHERM_13034,0,8,0,11,0,0,0,0,9,0,0,0,0,0,2,0,0,0,10,0,25,14,18,10,0,32,47,38,81,112
gene-SHERM_13038,20,17,31,21,23,24,19,20,18,16,32,41,25,18,28,24,22,21,21,22,30,18,23,25,12,13,14,7,4,4
gene-SHERM_13040,22,23,21,22,17,15,84,98,94,82,168,131,33,29,0,23,42,27,75,81,75,54,90,95,0,23,0,0,9,16
gene-SHERM_13088,16,12,0,4,11,0,13,7,4,0,9,7,8,6,9,20,12,7,0,0,0,0,2,0,32,28,36,32,10,14
gene-SHERM_13128,0,7,9,0,0,0,5,3,0,0,0,10,0,7,6,8,0,0,0,3,0,5,0,0,78,96,83,81,36,41
gene-SHERM_13152,0,2,1,3,2,8,0,1,0,0,1,0,5,1,2,7,4,1,1,0,7,3,2,0,12,18,9,11,5,6
gene-SHERM_13162,5,5,0,0,0,8,0,0,0,0,0,0,0,0,7,7,0,0,4,0,0,0,0,9,11,20,23,37,31,37
gene-SHERM_13173,7,6,8,0,8,9,0,5,0,0,0,7,5,0,0,0,0,0,0,0,10,11,7,0,25,31,27,41,22,18
gene-SHERM_13184,18,14,16,12,13,17,5,5,3,4,3,1,11,23,21,17,10,28,2,2,1,0,8,4,47,53,42,45,14,23
gene-SHERM_13232,30,24,26,20,24,21,18,12,15,0,27,31,19,18,29,38,17,37,10,12,2,7,0,10,142,145,111,114,50,51
gene-SHERM_13252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,15,10,9,8,6,0,0,0,28,41,0,0,14
gene-SHERM_13257,39,45,34,34,39,31,18,19,18,21,35,42,28,31,40,42,26,38,13,9,9,8,4,8,240,272,262,267,134,113
gene-SHERM_13258,63,73,62,76,53,81,23,0,17,29,48,24,56,47,75,59,41,45,33,39,21,0,55,43,1707,1699,1688,1755,673,679
gene-SHERM_13260,112,103,85,82,96,117,23,39,40,41,46,50,67,59,80,78,54,81,57,57,50,35,72,61,2820,2881,3428,3466,1256,1263
gene-SHERM_13277,0,0,0,0,0,0,0,0,0,3,7,3,3,0,0,0,0,0,0,3,0,0,0,0,7,14,15,5,9,0
gene-SHERM_13306,0,0,0,0,6,0,6,0,4,0,12,13,0,8,9,0,9,6,0,0,0,5,0,6,13,0,21,31,11,14
gene-SHERM_13308,0,10,0,7,15,0,6,0,0,0,0,17,15,0,14,12,0,6,0,0,0,4,7,0,39,28,28,46,14,14
gene-SHERM_13312,0,3,3,6,3,4,4,13,2,3,8,4,4,5,1,7,3,5,5,7,0,7,6,10,22,28,36,48,23,12
gene-SHERM_13310,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,0,6,0,0,0,0,0,6,5,0,13,24,18,25
gene-SHERM_13315,0,0,0,0,0,0,0,3,0,0,0,20,0,21,16,13,0,0,0,14,18,0,11,9,77,78,60,70,84,69
gene-SHERM_13322,3,3,5,4,1,3,4,4,3,2,5,6,2,2,2,3,5,0,2,0,2,3,4,4,0,0,0,0,1,0
gene-SHERM_13319,10,12,7,8,9,9,0,0,6,2,8,9,9,6,3,10,8,0,0,0,5,4,3,0,37,29,41,37,24,18
gene-SHERM_13372,0,31,0,0,22,31,0,0,15,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,102,99,102,117,80,56
gene-SHERM_13378,0,5,9,0,0,8,4,7,0,2,5,15,0,0,4,0,6,0,4,0,0,0,0,0,29,25,23,28,6,11
gene-SHERM_13385,5,9,0,7,0,8,0,8,0,0,7,0,0,8,12,8,9,15,7,6,0,14,15,0,23,0,30,28,37,33
gene-SHERM_13400,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,0,7,9,6,3,3,0,16,15,17,0,20,14
gene-SHERM_13437,8,20,15,13,12,12,15,0,0,0,12,17,14,14,0,11,0,7,0,7,0,0,6,6,59,60,48,69,29,32
gene-SHERM_13484,106,107,103,114,113,136,20,24,22,19,34,40,124,109,117,128,114,109,20,13,18,12,14,13,681,723,721,725,264,302
gene-SHERM_13494,10,16,21,13,19,21,94,75,54,64,82,106,5,12,8,7,18,15,36,35,28,19,30,33,0,3,4,0,10,0
gene-SHERM_13495,10,11,3,3,0,8,31,52,32,18,56,49,11,0,0,7,5,13,11,6,7,10,8,7,4,0,0,3,5,0
gene-SHERM_13497,37,36,30,31,28,31,19,8,13,11,26,13,39,31,25,27,25,34,26,25,24,18,19,15,311,334,345,327,109,110
gene-SHERM_13503,16,28,18,30,0,14,0,10,15,0,11,8,15,0,0,13,12,26,0,13,5,0,0,0,73,78,74,73,26,23
gene-SHERM_13512,0,0,2,1,1,4,0,2,13,5,8,3,6,0,5,5,3,1,3,3,2,0,3,0,4,2,0,1,2,1
gene-SHERM_13535,12,11,10,7,7,8,4,0,4,0,4,5,11,0,0,0,0,5,7,5,8,9,0,5,93,140,117,138,58,62
gene-SHERM_13536,0,9,3,0,0,8,0,4,0,0,6,6,3,10,4,0,0,6,0,5,5,0,0,4,18,20,24,28,25,42
gene-SHERM_13550,104,121,0,0,0,94,84,0,0,0,0,0,104,112,0,0,0,0,0,0,0,0,0,0,340,0,0,264,133,131
gene-SHERM_13552,37,31,26,21,29,24,16,19,6,11,14,16,18,24,31,28,23,28,10,6,13,5,0,14,15,15,16,14,0,10
gene-SHERM_13560,15,6,12,8,14,16,4,2,0,1,5,4,8,10,10,9,10,13,3,5,2,3,4,4,3,4,6,1,0,2
gene-SHERM_13567,22,20,8,14,12,15,6,4,7,7,14,9,0,12,8,15,17,16,5,5,0,0,0,6,122,112,86,113,52,47
gene-SHERM_13594,3,0,5,5,3,6,0,0,3,0,0,6,0,0,3,0,1,0,0,0,0,0,0,0,16,17,13,12,0,8
gene-SHERM_13608,8,5,3,0,8,0,5,6,0,0,13,12,0,0,7,0,0,0,10,3,0,9,4,0,24,24,17,15,26,19
gene-SHERM_13613,11,7,0,0,9,7,4,15,0,6,11,0,8,10,15,12,16,0,6,6,6,3,0,0,78,91,120,108,48,50
gene-SHERM_13616,8,17,19,11,22,18,6,4,0,0,12,0,11,18,16,0,10,14,0,12,8,6,9,10,44,38,44,43,39,27
gene-SHERM_13617,241,260,260,257,306,331,150,124,125,107,249,259,276,269,236,215,277,307,327,316,236,246,268,236,86,115,69,108,41,59
gene-SHERM_13627,11,12,8,8,12,10,5,5,3,4,11,14,15,10,13,14,7,12,2,0,7,7,10,7,2,4,2,2,3,3
gene-SHERM_13631,15,13,10,14,9,11,5,7,0,3,4,0,3,10,4,14,14,14,9,7,7,9,0,0,10,0,10,8,0,6
gene-SHERM_13634,0,0,0,0,0,0,4,0,0,7,0,8,0,4,3,0,0,0,4,0,0,0,4,0,6,11,10,13,23,22
gene-SHERM_13648,3,4,3,4,4,3,3,3,3,5,7,6,3,8,4,11,2,2,2,1,4,5,1,5,37,28,38,28,19,23
gene-SHERM_13646,24,27,19,27,34,22,20,30,21,30,46,46,30,20,19,27,12,16,37,36,22,35,23,33,28,31,28,29,12,13
gene-SHERM_13659,9,0,4,0,0,0,0,0,0,3,0,11,3,4,12,7,6,7,0,0,0,0,3,0,14,24,11,29,8,7
gene-SHERM_13662,23,10,10,18,19,31,0,10,5,9,19,11,20,12,18,13,14,13,0,9,0,0,0,0,28,26,34,26,22,14
gene-SHERM_13681,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,38,33,34,34,44,32
gene-SHERM_13710,25,14,18,16,19,14,10,0,0,0,19,29,20,34,21,16,21,13,9,0,0,0,17,9,145,170,121,135,50,42
gene-SHERM_13711,10,14,0,9,9,9,0,0,0,0,0,6,11,0,21,0,9,11,0,9,0,0,7,4,38,49,53,53,26,28
gene-SHERM_13714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,7,0,0,0,9,10,3,0,0,0,45,42,43,42
gene-SHERM_13761,0,0,0,0,3,0,0,0,0,0,9,3,0,0,7,0,0,2,0,0,0,0,0,0,6,0,11,10,23,24
gene-SHERM_13764,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,13,12,0,0,36,72,48,40,24,20
gene-SHERM_13782,8,3,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,2,0,0,0,31,27,29,23,26,33
gene-SHERM_13820,0,7,6,3,2,0,3,0,0,6,0,11,0,0,6,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0
gene-SHERM_13851,5,4,8,0,8,0,5,3,0,0,0,0,0,7,4,0,6,10,0,0,3,0,0,0,8,11,15,18,29,33
gene-SHERM_13865,5,0,9,8,0,6,0,6,0,4,8,9,5,2,4,9,0,0,4,0,0,0,0,0,26,38,20,22,16,17
gene-SHERM_13909,0,0,11,19,14,0,0,7,6,6,19,22,7,13,10,20,0,11,0,10,0,5,4,0,54,63,55,52,22,17
gene-SHERM_13922,0,4,0,8,0,10,0,6,0,0,9,6,5,0,6,5,8,0,0,6,0,0,0,0,60,54,60,50,34,32
gene-SHERM_13951,12,18,10,12,4,8,20,16,17,18,29,36,14,18,17,20,8,23,13,11,8,5,7,2,0,0,0,2,2,0
gene-SHERM_13959,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,0,6,23,23,27,22,19,21
gene-SHERM_13965,5,10,6,9,7,7,9,3,0,0,14,10,7,6,7,0,9,0,4,0,5,8,0,0,61,59,57,62,38,28
gene-SHERM_13976,0,0,10,0,0,9,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,29,32,26,35,11,16
gene-SHERM_13983,11,11,12,6,4,4,6,0,0,0,8,7,10,6,11,5,7,11,6,0,0,0,0,6,49,68,49,44,23,23
gene-SHERM_14018,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,1,0,0,0,0,11,8,13,17,9,11
gene-SHERM_14020,0,4,8,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,8,15,14,15,8,8
gene-SHERM_14039,0,0,18,19,32,19,0,0,0,0,0,0,23,0,21,0,18,0,0,0,0,0,0,0,89,77,69,0,35,35
gene-SHERM_14045,20,33,16,30,22,29,0,4,0,6,13,12,15,24,14,8,24,18,0,0,3,3,0,7,50,40,42,52,22,13
gene-SHERM_14063,11,0,12,8,6,11,0,0,7,0,3,0,8,6,11,12,8,9,0,0,0,4,0,2,44,61,32,44,16,16
gene-SHERM_14070,9,9,17,9,21,15,6,4,4,5,13,3,6,11,18,14,14,17,6,10,4,8,3,3,4,5,6,4,0,0
gene-SHERM_14092,32,26,14,23,20,21,15,0,20,9,10,18,14,0,17,19,19,11,0,5,0,7,0,0,42,53,59,36,15,20
gene-SHERM_14093,0,0,0,0,0,0,40,35,31,38,60,66,0,0,0,0,0,0,17,13,0,13,0,13,0,0,9,0,22,29
gene-SHERM_14096,8,2,8,14,13,12,3,9,2,6,13,15,18,4,9,10,11,8,15,21,13,11,9,18,8,11,10,12,6,7
gene-SHERM_14108,12,10,0,18,0,8,10,6,9,8,14,16,10,8,0,14,15,12,0,12,0,0,0,4,34,33,33,43,41,40
gene-SHERM_14124,0,0,0,9,11,0,11,0,0,0,9,16,0,8,10,0,7,4,0,0,0,0,0,0,22,34,24,27,10,15
gene-SHERM_14183,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,3,0,9,0,0,0,6,9,10,12,28,25
gene-SHERM_14195,8,6,7,11,15,17,7,8,0,0,0,0,14,18,12,26,14,18,0,0,0,0,5,0,483,533,453,463,156,139
gene-SHERM_14229,6,4,2,3,3,3,2,2,1,2,2,2,2,1,6,3,2,3,0,0,0,0,1,2,68,64,114,110,31,50
gene-SHERM_14230,6,6,5,7,9,5,2,6,1,2,5,7,2,7,7,11,4,4,0,0,0,1,0,3,43,67,56,54,15,28
gene-SHERM_14268,48,0,25,0,33,38,73,99,81,68,118,181,24,27,33,37,35,22,145,137,108,118,119,129,0,0,16,0,0,0
gene-SHERM_14273,2,5,8,6,2,8,2,1,0,3,4,5,3,3,3,4,5,3,0,0,0,2,3,0,10,7,28,15,30,23
gene-SHERM_14274,1543,1639,1364,1418,1200,1256,1027,1064,793,852,1505,1495,1434,1379,1623,1696,1389,1453,1131,1169,975,1075,1220,1226,1213,1215,1123,1082,431,447
gene-SHERM_14286,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,9,4,0,0,5,0,11,19,25,12,23,21
gene-SHERM_14288,11,0,0,7,5,4,0,0,0,0,0,0,0,0,6,0,3,0,7,0,0,0,0,4,29,13,31,35,43,63
gene-SHERM_14313,0,8,7,0,0,0,0,0,0,0,6,0,4,8,10,0,8,0,0,0,0,8,0,0,35,30,36,36,17,14
gene-SHERM_14328,4,7,9,0,10,8,4,6,0,4,5,0,9,9,7,7,12,12,0,0,0,10,5,7,5,5,0,0,0,0
gene-SHERM_14362,0,3,0,0,0,0,0,0,4,3,3,3,4,0,2,3,0,0,0,2,5,0,0,0,0,0,0,0,0,0
gene-SHERM_14369,9,6,4,4,6,3,1,1,2,6,5,9,3,2,5,5,5,4,1,3,3,6,13,4,8,3,3,2,2,0
gene-SHERM_14370,0,0,0,7,0,0,8,0,0,0,6,0,0,0,2,0,6,0,0,0,0,0,0,0,35,22,17,25,0,16
gene-SHERM_14390,0,0,0,6,0,0,0,0,0,0,0,4,6,0,4,4,3,0,4,0,0,0,0,0,15,24,18,12,32,25
gene-SHERM_14393,0,8,6,11,0,3,0,8,0,0,0,6,5,9,8,7,0,4,4,0,0,0,6,0,30,38,32,33,14,12
gene-SHERM_14422,23,15,13,9,11,17,3,5,4,0,0,0,13,0,16,17,12,22,8,9,0,8,8,0,108,115,77,78,20,21
gene-SHERM_14425,0,7,13,0,0,10,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,67,88,66,60,26,17
gene-SHERM_14467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,2,2,12,17,9,16,29,26
gene-SHERM_14509,169,196,183,192,240,241,892,914,793,723,1382,1495,201,248,207,253,241,226,1647,1568,1421,1327,1504,1474,5,0,8,11,4,0
gene-SHERM_14525,27,28,15,14,9,9,14,10,9,12,34,24,6,26,20,24,17,24,4,6,7,3,6,2,2,0,2,1,0,1
gene-SHERM_14533,5,4,3,0,0,9,6,0,0,0,6,0,0,5,7,5,4,6,3,4,5,3,5,0,0,0,0,10,0,0
gene-SHERM_14534,23,0,35,22,0,28,0,0,0,0,0,0,0,0,0,13,0,17,0,0,0,0,0,0,78,106,84,93,55,40
gene-SHERM_14553,0,5,0,0,3,0,3,0,3,0,0,6,0,0,3,0,0,2,7,0,0,0,8,4,18,25,25,20,0,7
gene-SHERM_14556,10,13,5,3,5,6,0,4,0,0,6,4,0,0,0,0,7,0,12,9,0,4,0,7,30,43,18,46,27,17
gene-SHERM_14558,3,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,10,18,11,9
gene-SHERM_14567,18,14,26,30,35,44,3,3,0,0,0,0,41,28,45,51,36,40,0,0,0,0,6,0,53,38,54,48,29,41
gene-SHERM_14578,9,0,15,0,5,0,0,7,0,0,6,5,0,0,0,0,0,6,5,4,0,0,7,0,31,26,33,34,13,13
gene-SHERM_14596,0,0,0,0,0,0,0,0,0,0,2,4,7,0,0,0,7,0,0,0,0,0,0,3,24,14,25,16,0,16
gene-SHERM_14648,0,7,11,0,11,12,6,0,0,0,0,0,0,6,9,0,4,6,0,10,0,3,0,0,96,87,126,93,34,43
gene-SHERM_14658,11,0,0,0,8,7,0,0,0,0,0,0,0,0,0,13,11,0,0,10,0,0,0,8,29,31,40,24,22,26
gene-SHERM_14679,0,0,79,89,0,94,0,45,0,0,0,99,0,0,0,0,0,0,77,72,0,67,0,69,491,511,575,599,264,0
gene-SHERM_14689,10,0,3,4,0,4,0,5,0,0,0,9,0,0,3,0,0,5,9,5,0,6,3,6,0,7,0,6,0,0
gene-SHERM_14690,3,4,0,9,0,4,0,0,0,0,0,0,6,5,0,4,10,0,0,0,0,0,0,3,38,45,36,27,31,27
gene-SHERM_14700,3,3,4,0,7,0,0,0,0,0,0,0,0,6,4,0,0,6,0,1,0,0,0,0,143,121,137,140,49,68
gene-SHERM_14720,0,9,0,0,0,11,0,0,0,6,0,11,8,0,11,0,0,0,0,0,0,0,0,0,33,31,23,35,21,18
gene-SHERM_14745,0,0,4,0,5,2,0,0,0,0,0,0,0,4,8,0,8,3,3,4,2,0,0,6,28,31,19,15,21,25
gene-SHERM_14799,31,20,30,24,27,41,10,9,7,7,20,15,44,54,71,71,48,47,13,13,10,9,16,19,0,1,2,0,0,0
gene-SHERM_14808,9,0,0,13,0,3,8,6,0,0,10,14,0,0,11,0,0,0,0,0,0,0,0,0,0,27,21,30,17,9
gene-SHERM_14816,27,23,35,21,23,27,8,14,15,0,14,16,17,26,32,24,13,22,0,0,0,0,6,10,88,102,82,87,27,34
gene-SHERM_14850,0,0,5,0,7,7,7,3,0,0,0,7,0,6,0,0,2,0,0,0,0,0,0,0,12,8,0,11,5,5
gene-SHERM_14851,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,10,0,0,14,0,0,0,11,0,13,0,23,18,13,10
gene-SHERM_14866,35,42,29,42,40,41,21,21,18,18,49,42,37,34,47,48,35,34,27,31,28,28,27,18,8,9,7,3,3,3
gene-SHERM_14867,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,9,8,0,11,0,0,4,4,23,21,23,25,18,30
gene-SHERM_14897,38,35,43,44,41,41,0,24,0,0,41,0,28,29,30,0,43,29,40,42,33,35,43,0,305,296,295,323,104,105
gene-SHERM_14904,0,0,0,4,0,4,19,21,11,7,15,23,0,0,0,0,0,0,32,0,16,25,21,20,15,0,19,15,50,38
gene-SHERM_14924,0,9,0,0,10,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,4,0,0,43,40,44,44,26,38
gene-SHERM_14935,21,20,6,10,17,23,5,3,0,6,8,0,30,17,17,23,18,12,0,0,0,0,0,0,66,48,43,37,21,26
gene-SHERM_14937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,2,0,0,0,2,2,2,3,1,4,16,15
gene-SHERM_14950,0,26,21,13,16,18,0,13,9,0,22,29,13,0,11,14,16,18,9,9,9,7,7,0,148,166,130,122,43,60
gene-SHERM_14952,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,4,7,0,0,0,0,0,0,9,7,11,11,5,9
gene-SHERM_14976,18,0,18,18,15,0,0,0,0,0,0,0,15,17,19,33,0,12,0,19,0,0,15,8,0,67,121,92,51,43
gene-SHERM_14999,4,4,6,0,0,0,0,4,4,0,0,7,7,0,3,4,9,6,0,0,0,0,0,0,0,7,0,10,6,0
gene-SHERM_15046,5,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,4,0,6,9,0,7,13,13,17
gene-SHERM_15082,19,19,8,20,16,12,19,12,13,11,38,37,0,16,13,13,0,13,20,29,16,23,0,0,0,0,15,0,0,11
gene-SHERM_15104,5,5,12,17,13,20,0,0,5,0,9,4,0,11,14,17,11,15,6,9,0,0,0,0,0,0,0,0,0,0
gene-SHERM_15111,1,8,5,6,8,6,2,6,4,8,6,6,2,8,4,5,8,5,3,4,2,9,3,3,0,3,2,2,1,1
gene-SHERM_15132,10,15,8,0,8,9,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,16,20,13,21,26
gene-SHERM_15156,12,16,10,16,18,12,17,16,14,13,27,26,14,8,16,15,14,19,10,9,11,10,23,20,15,0,16,6,5,3
gene-SHERM_15163,0,10,4,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,68,86,91,35,31
gene-SHERM_15164,5,10,14,10,9,0,0,12,0,3,20,10,9,12,14,9,17,15,0,4,6,0,0,0,32,19,41,34,34,41
gene-SHERM_15171,3,6,2,3,3,2,5,3,1,1,2,5,4,3,5,4,5,4,2,6,4,4,4,5,0,2,1,0,0,1
gene-SHERM_15175,1,0,3,1,2,1,2,2,2,2,5,3,2,4,3,2,4,1,1,2,2,2,3,4,0,4,2,2,1,0
gene-SHERM_15178,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,0,14,9,12,10,13,19
gene-SHERM_15180,701,751,664,598,729,757,318,302,253,286,511,521,735,792,762,795,748,776,365,367,292,348,350,366,422,414,366,367,114,100
gene-SHERM_15189,1,1,0,4,2,6,61,36,36,41,73,65,0,3,5,3,2,1,5,2,4,6,4,6,0,0,2,0,0,0
gene-SHERM_15192,3,0,3,0,7,0,53,67,48,56,81,93,0,0,0,0,5,0,0,0,0,4,5,0,0,0,0,0,0,0
gene-SHERM_15203,0,0,5,0,0,7,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,24,27,19,15,14,12
gene-SHERM_15219,9,21,15,15,0,20,0,0,0,0,12,13,8,7,17,19,0,15,10,0,0,0,0,0,82,68,92,77,28,25
gene-SHERM_15227,35,27,33,12,19,31,1,3,4,2,7,4,18,19,19,14,16,22,0,1,1,1,2,0,8,15,20,28,11,6
gene-SHERM_15225,0,7,0,0,11,0,5,5,0,3,7,3,3,5,6,4,8,0,5,11,0,11,0,7,22,22,24,25,24,40
gene-SHERM_15292,0,13,0,0,0,0,0,9,0,0,12,6,0,0,5,0,0,0,0,0,0,0,0,0,23,29,25,34,43,32
gene-SHERM_15338,5,14,3,7,8,6,0,0,3,0,0,5,0,0,6,9,6,6,2,6,5,6,4,0,29,32,13,23,9,13
gene-SHERM_15355,109,141,93,103,111,108,31,27,23,30,41,52,127,123,100,103,111,122,62,43,42,40,43,59,37,41,28,37,14,13
gene-SHERM_15356,15,7,6,10,9,10,0,0,0,0,7,4,13,10,13,14,16,19,0,6,0,0,0,0,6,2,3,8,0,5
gene-SHERM_15381,0,14,17,11,15,6,0,7,0,0,5,15,9,7,13,11,0,13,15,0,7,5,10,0,44,39,60,51,42,42
gene-SHERM_15391,0,0,4,7,0,0,0,0,0,0,0,7,0,0,4,6,5,0,0,0,0,0,0,0,30,37,13,31,21,29
gene-SHERM_15437,19,31,17,20,19,20,10,0,8,7,21,23,19,19,19,22,0,19,14,0,0,0,0,5,59,69,130,133,42,34
gene-SHERM_15447,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,15,11,10,7,6,9
gene-SHERM_15468,6,0,0,0,0,11,0,10,3,0,6,7,4,0,13,0,9,0,6,10,11,10,13,0,29,35,24,27,25,30
gene-SHERM_15476,0,0,0,0,0,0,9,12,7,7,18,27,0,0,0,0,0,0,2,8,4,2,3,5,0,0,0,0,0,0
gene-SHERM_15494,0,0,0,0,0,12,9,0,0,5,0,12,7,8,16,9,9,16,0,8,0,7,7,9,37,29,32,34,28,33
gene-SHERM_15503,8,11,12,9,4,8,3,2,2,4,5,4,2,4,2,8,2,8,6,9,5,5,5,4,45,48,64,62,33,35
gene-SHERM_15504,5,0,7,12,8,0,0,0,0,0,5,9,5,0,5,0,3,0,0,0,0,3,0,0,16,13,19,23,17,12
gene-SHERM_15505,111,99,88,92,88,104,50,59,48,43,91,108,76,93,94,101,76,100,41,27,36,38,29,27,731,746,615,669,268,251
gene-SHERM_15508,10,0,12,8,4,0,0,7,0,0,7,8,11,7,0,7,0,4,0,6,5,0,0,0,51,46,31,33,25,13
gene-SHERM_15514,60,55,49,53,55,45,8,5,12,14,40,31,59,69,62,74,38,45,16,23,26,20,17,25,533,571,709,717,308,305
gene-SHERM_15540,0,17,0,13,0,0,0,0,0,0,0,0,0,0,0,6,18,12,10,0,0,0,0,0,30,53,40,55,35,28
gene-SHERM_15545,0,10,0,6,5,5,5,0,0,0,5,4,0,4,4,4,4,0,0,0,0,0,2,0,23,27,0,12,0,6
gene-SHERM_15547,7,0,4,0,6,7,0,2,0,0,0,0,13,0,7,0,0,10,0,0,0,0,0,0,0,0,5,12,0,12
gene-SHERM_15554,264,290,236,238,255,232,110,104,85,68,140,153,282,295,314,358,250,273,47,40,39,42,60,43,954,1050,799,845,302,369
gene-SHERM_15560,79,90,57,78,85,77,38,24,30,28,45,42,62,45,64,66,47,49,67,59,59,34,51,47,752,880,721,784,268,284
gene-SHERM_15571,0,0,0,0,0,9,7,12,0,0,0,13,9,0,0,0,0,9,0,0,0,0,0,0,42,44,37,50,27,31
gene-SHERM_15579,0,0,6,0,10,7,0,0,0,2,5,5,0,0,0,0,0,0,0,0,4,0,0,1,18,14,16,9,7,11
gene-SHERM_15583,30,39,28,35,27,43,15,9,11,15,25,20,37,18,23,24,22,18,25,26,21,28,22,23,274,246,266,302,118,140
gene-SHERM_15592,12,7,0,11,13,16,5,4,0,0,0,10,0,0,12,13,9,0,8,14,6,0,7,6,54,65,47,70,25,30
gene-SHERM_15652,10,0,0,10,0,3,6,0,7,0,14,14,15,8,12,7,0,12,0,0,0,3,0,7,49,63,47,52,38,31
gene-SHERM_15653,23,23,28,18,22,33,9,9,9,9,12,15,28,29,27,39,68,67,26,32,22,20,30,14,0,1,2,1,0,0
gene-SHERM_15706,25,33,30,24,40,22,16,7,10,19,24,17,18,32,19,23,17,23,19,24,22,25,12,21,182,195,297,342,141,143
gene-SHERM_01057,13,15,0,0,12,7,5,0,0,11,6,10,8,0,10,12,8,11,4,0,5,0,0,0,52,49,31,39,12,11
gene-SHERM_15746,48,36,40,38,38,38,16,15,22,24,28,23,37,49,48,38,44,29,0,29,28,22,26,20,25,21,20,21,18,10
gene-SHERM_15764,7,4,0,0,0,6,0,0,5,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,18,25,0,16,9,12
gene-SHERM_15789,6,23,8,15,12,12,18,13,9,11,22,18,10,14,13,17,23,28,24,20,20,17,16,13,15,7,20,10,5,2
gene-SHERM_15803,9,13,18,0,30,11,12,5,6,16,21,12,0,0,22,0,13,0,4,0,5,0,0,0,59,53,53,36,0,22
gene-SHERM_15804,0,6,6,4,0,4,0,2,8,3,8,0,6,0,3,0,4,5,0,6,0,0,10,0,47,58,47,59,19,25
gene-SHERM_15813,0,2,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,9,11,9,13,22
gene-SHERM_15823,79,84,92,104,86,80,158,144,140,159,285,273,99,113,110,125,91,117,103,109,91,92,76,94,931,1016,945,1036,443,453
gene-SHERM_15824,0,0,0,0,0,0,0,7,4,6,9,0,0,8,0,0,0,0,5,0,0,0,3,0,12,0,7,0,0,5
